bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd,tile
32200000004277,RRLyr-RRab,22,119,0.5471235463863898,56378.357019994975,b220
32200000016063,RRLyr-RRab,18,121,0.5834947674527702,56377.34361339918,b220
32200000011402,RRLyr-RRab,14,122,0.7542665053788788,56376.32993100876,b220
32200000006653,RRLyr-RRab,19,178,0.5462885199994982,56377.34385769542,b220
32200000018308,RRLyr-RRab,12,121,0.9189882240506402,56376.33028620255,b220
32200000002095,RRLyr-RRab,53,119,0.3964132455914528,56378.357636983135,b220
32200000026953,RRLyr-RRab,26,61,0.4775357491443792,56374.84131165652,b220
32200000036138,RRLyr-RRab,14,121,0.5321109473054307,56374.84065931343,b220
32200000033750,RRLyr-RRab,27,122,0.609560621805966,56376.33010766817,b220
32200000046933,RRLyr-RRab,31,121,0.5779692231833737,56376.33033105915,b220
32200000049810,RRLyr-RRab,26,61,0.5229221101843724,56376.33074085436,b220
32200000049131,RRLyr-RRab,17,121,0.6294938619795482,56376.32990464091,b220
32200000058699,RRLyr-RRab,20,121,0.4551475297187815,56376.33050728556,b220
32200000080635,RRLyr-RRab,37,120,0.6024246739405795,56376.330050768986,b220
32200000076154,RRLyr-RRab,15,121,0.5127066126906035,56376.32987929623,b220
32200000090242,RRLyr-RRab,28,125,0.5201585246869899,56371.38080134531,b220
32200000132715,RRLyr-RRab,18,123,0.6815912479792094,56373.35303337799,b220
32200000127878,RRLyr-RRab,22,123,0.4818909114450869,56373.35303269151,b220
32200000121906,RRLyr-RRab,18,123,0.4979526555868915,56374.84204016875,b220
32200000168598,RRLyr-RRab,29,238,0.4891970410896077,56373.351423729815,b220
32200000177126,RRLyr-RRab,23,124,0.5662472216980313,56373.351444666514,b220
32200000184586,RRLyr-RRab,19,120,0.460902692537206,56376.33006973412,b220
32200000166969,RRLyr-RRab,26,241,0.5671859762902818,56376.33031047473,b220
32200000224500,RRLyr-RRab,19,122,0.5370105783657781,56369.40770806973,b220
32200000241560,RRLyr-RRab,20,60,0.6862844746972201,56378.35693506355,b220
32200000240775,RRLyr-RRab,16,121,0.6156618186254066,56376.33022965845,b220
32200000272466,RRLyr-RRab,27,123,0.473714620700128,56374.84221221142,b220
32200000294503,RRLyr-RRab,23,123,0.5296412882453134,56373.35303654329,b220
32200000298864,RRLyr-RRab,13,123,0.5275827455533749,56373.352990220985,b220
32200000318128,RRLyr-RRab,24,123,0.5493762036221443,56376.33108218205,b220
32200000324913,RRLyr-RRab,32,183,0.5530810760073104,56373.35304178187,b220
32200000325478,RRLyr-RRab,20,123,0.4628808776257022,56376.33144215804,b220
32200000327499,RRLyr-RRab,26,183,0.4831033137174774,56376.33107767048,b220
32200000352521,RRLyr-RRab,35,181,0.57522466011283,56376.32986978385,b220
32200000357490,RRLyr-RRab,15,121,0.4970408515541399,56376.33025019286,b220
32200000373294,RRLyr-RRab,17,121,0.6191476874298368,56376.32985267202,b220
32200000414566,RRLyr-RRab,21,61,0.6018259137793899,56374.84036282912,b220
32200000428927,RRLyr-RRab,17,125,0.5311060388900664,56373.352582223815,b220
32200000421440,RRLyr-RRab,23,357,0.6463406081981211,56376.33106829717,b220
32200000457153,RRLyr-RRab,33,122,0.4452382089785273,56374.842430119344,b220
32200000465102,RRLyr-RRab,28,123,0.6253440040050335,56373.35304926789,b220
32200000469957,RRLyr-RRab,29,124,0.4704593778451663,56374.84181156565,b220
32200000473989,RRLyr-RRab,16,124,0.5765303909723379,56374.84178518821,b220
32200000484750,RRLyr-RRab,18,123,0.6519603280882429,56373.35303642862,b220
32200000494554,RRLyr-RRab,11,122,0.5033967981546523,56376.33145271451,b220
32200000488710,RRLyr-RRab,50,61,0.4752299873501082,56371.38091078,b220
