id,hjd,mag,err,synthetic
32610000006239,57283.01685551263,14.435,0.028,False
32610000006239,56144.12251574433,14.463,0.04,False
32610000006239,56531.00458260743,14.466,0.027,False
32610000006239,56508.0802190622,14.471,0.035,False
32610000006239,56477.19630485873,14.487,0.032,False
32610000006239,56153.99034806669,14.494,0.029,False
32610000006239,55422.16719841903,14.5,0.03,False
32610000006239,57251.04688907202,14.505,0.032,False
32610000006239,56113.01104366119,14.512,0.04,False
32610000006239,56195.99138215313,14.514,0.033,False
32610000006239,56005.358707435305,14.516,0.035,False
32610000006239,55791.0689475206,14.516,0.032,False
32610000006239,56477.105257447605,14.518,0.03,False
32610000006239,56479.08592982228,14.522,0.034,False
32610000006239,56122.21561624932,14.523,0.031,False
32610000006239,56479.02580346781,14.527,0.035,False
32610000006239,56140.173115302096,14.528,0.031,False
32610000006239,56498.21180733152,14.53,0.034,False
32610000006239,55422.16766906261,14.54,0.032,False
32610000006239,56129.20038266442,14.548,0.029,False
32610000006239,56480.17798318492,14.55,0.032,False
32610000006239,56169.11304939225,14.551,0.033,False
32610000006239,56479.17894910333,14.558,0.036,False
32610000006239,56157.144671375776,14.56,0.041,False
32610000006239,55791.06848950648,14.562,0.035,False
32610000006239,57227.006013412974,14.564,0.035,False
32610000006239,56123.1601177988,14.565,0.034,False
32610000006239,55822.07660519188,14.566,0.031,False
32610000006239,55806.08266814105,14.568,0.037,False
32610000006239,56375.3630824536,14.571,0.032,False
32610000006239,56140.17269300744,14.573,0.033,False
32610000006239,56005.359105785246,14.573,0.035,False
32610000006239,55822.07703412872,14.575,0.032,False
32610000006239,56501.00479896803,14.577,0.038,False
32610000006239,56148.09549333238,14.578,0.031,False
32610000006239,56096.14635248106,14.579,0.032,False
32610000006239,56157.1450936317,14.581,0.039,False
32610000006239,57226.04037568428,14.586,0.04,False
32610000006239,56480.11694760552,14.59,0.03,False
32610000006239,56477.19672903074,14.59,0.037,False
32610000006239,56114.232006327205,14.592,0.034,False
32610000006239,56123.15971406307,14.593,0.038,False
32610000006239,56195.00368430343,14.593,0.032,False
32610000006239,56485.06328044112,14.599,0.034,False
32610000006239,56113.01144509295,14.601,0.04,False
32610000006239,55844.03575399816,14.602,0.036,False
32610000006239,56558.09906940692,14.612,0.038,False
32610000006239,56480.11732983624,14.616,0.034,False
32610000006239,56096.14588297795,14.617,0.033,False
32610000006239,56148.09506000179,14.618,0.031,False
32610000006239,56531.00497107471,14.619,0.035,False
32610000006239,57226.03998197284,14.622,0.042,False
32610000006239,56508.08065014625,14.63,0.039,False
32610000006239,56479.17938864258,14.634,0.041,False
32610000006239,56080.326514067965,14.634,0.035,False
32610000006239,56095.19103187108,14.638,0.033,False
32610000006239,56195.00414548965,14.648,0.033,False
32610000006239,56114.23159027661,14.648,0.035,False
32610000006239,56195.9909826847,14.65,0.037,False
32610000006239,56378.318589489725,14.651,0.034,False
32610000006239,56095.191504405,14.656,0.034,False
32610000006239,56377.34973905485,14.658,0.037,False
32610000006239,56558.0994790351,14.663,0.042,False
32610000006239,56144.12291056776,14.676,0.047,False
32610000006239,56569.03406799506,14.677,0.041,False
32610000006239,55844.03530850085,14.693,0.038,False
32610000006239,56485.06289751293,14.699,0.034,False
32610000006239,56085.235708418426,14.71,0.044,False
32610000006239,57227.0064289331,14.711,0.037,False
32610000006239,56477.056906267615,14.721,0.034,False
32610000006239,56501.00517521419,14.723,0.049,False
32610000006239,56469.26360178514,14.729,0.049,False
32610000006239,56487.06410247265,14.73,0.039,False
32610000006239,56557.03527290917,14.731,0.043,False
32610000006239,56080.327003112536,14.737,0.037,False
32610000006239,56376.40086948648,14.738,0.039,False
32610000006239,56122.21603253388,14.741,0.037,False
32610000006239,56130.99070642967,14.746,0.042,False
32610000006239,56479.02619814873,14.749,0.047,False
32610000006239,56003.30971199804,14.749,0.041,False
32610000006239,56141.032325450105,14.751,0.032,False
32610000006239,56477.0565219745,14.752,0.036,False
32610000006239,56168.14324779892,14.752,0.046,False
32610000006239,56169.11265060936,14.753,0.038,False
32610000006239,56168.14364125327,14.754,0.044,False
32610000006239,56129.20079486384,14.759,0.035,False
32610000006239,56557.03567470723,14.766,0.045,False
32610000006239,56476.082396512575,14.773,0.039,False
32610000006239,57113.25682421472,14.775,0.044,False
32610000006239,57113.25722695261,14.782,0.047,False
32610000006239,56480.17840634481,14.782,0.041,False
32610000006239,56378.31922476424,14.786,0.044,False
32610000006239,56003.30933652072,14.787,0.043,False
32610000006239,55806.083123179225,14.789,0.048,False
32610000006239,56498.21225238984,14.799,0.046,False
32610000006239,56487.06369526684,14.803,0.041,False
32610000006239,57251.04731492135,14.805,0.041,False
32610000006239,56085.24260523877,14.81,0.043,False
32610000006239,56213.01771824786,14.811,0.049,False
32610000006239,56182.99617960814,14.815,0.042,False
32610000006239,56128.19003241866,14.826,0.05,False
32610000006239,56375.36347750336,14.838,0.041,False
32610000006239,56377.35034199307,14.866,0.048,False
32610000006239,56569.03369146462,14.871,0.043,False
32610000006239,56476.08199621929,14.895,0.041,False
32610000006239,56153.99075281297,14.915,0.048,False
32610000006239,56479.08632479191,14.961,0.049,False
32610000006239,56141.03272924645,14.993,0.044,False
32610000006239,56871.4434653192,14.64485974413662,0.14904459227571623,True
32610000006239,55742.6960040246,14.635935939627647,0.15048774064867912,True
32610000006239,56750.018886420825,14.638480449802,0.1006564040952088,True
32610000006239,56818.42797060944,14.651682523516614,0.10364014791068181,True
32610000006239,55740.57546541583,14.613155996153672,0.10156114961999463,True
32610000006239,57100.51320814002,14.610566518758995,0.10116373230565062,True
32610000006239,55686.00133181823,14.78913477193144,0.10132309805169763,True
32610000006239,56559.571923892276,14.647311770617556,0.09916533362472167,True
32610000006239,57117.29539032752,14.609974405623635,0.09998307858961303,True
32610000006239,55777.16757724457,14.626578959070542,0.10043329550421205,True
32610000006239,56459.404614985615,14.773987486542802,0.09950016709099622,True
32610000006239,56561.12568976873,14.578906508213322,0.09984555540878916,True
32610000006239,56376.6516099376,14.61893181788236,0.09855486805615307,True
32610000006239,56609.925346408425,14.652385102120643,0.0979069851536943,True
32610000006239,56319.969057341856,14.656417724364548,0.1007131857178158,True
32610000006239,55959.59167589223,14.694322757120235,0.09674052766518002,True
32610000006239,55499.00248682117,14.618988179529756,0.09819347500702058,True
32610000006239,55770.181014270296,14.631539663803638,0.09820652845647616,True
32610000006239,55967.275186334366,14.605746004383388,0.09653515310098222,True
32610000006239,56778.092143531234,14.638097846558132,0.09663628652942471,True
32610000006239,56342.56821411456,14.632357590595516,0.09530394290354588,True
32610000006239,55717.44076227066,14.782940849937273,0.09697649315016425,True
32610000006239,56227.55492515499,14.590343906970048,0.09547864090517501,True
32610000006239,56176.698937201014,14.637822244045509,0.09531402253455644,True
32610000006239,56248.0491633082,14.591716844734696,0.09455530115507646,True
32610000006239,56671.78548053035,14.623914423947333,0.09536953479109542,True
32610000006239,55977.55309887696,14.647541487236047,0.09348968552630252,True
32610000006239,56109.66493239196,14.77746044636925,0.09414006393011123,True
32610000006239,56474.47617395688,14.614685382315804,0.0944487310613958,True
32610000006239,55517.269029180046,14.741118963657996,0.0937765576259547,True
32610000006239,56177.64374890402,14.635651284012619,0.09329007763722252,True
32610000006239,56821.856067481436,14.609794016875238,0.09356340332873297,True
32610000006239,57178.811958588274,14.615919881843132,0.09318405107037596,True
32610000006239,55677.053669652305,14.606667289346735,0.09252468347837897,True
32610000006239,56488.66778714666,14.575492915122053,0.09563939217753618,True
32610000006239,56589.43258339959,14.647703633681838,0.09157917917689308,True
32610000006239,56744.9101297169,14.750919504086736,0.0910832423312829,True
32610000006239,57203.631175470175,14.632108774941468,0.09147894598133219,True
32610000006239,56001.03834547665,14.732037333500196,0.09081544468746881,True
32610000006239,55740.353734005635,14.761341419924417,0.09131052069213415,True
32610000012386,56157.14507399959,14.697,0.047,False
32610000012386,57283.01682994752,14.717,0.038,False
32610000012386,56182.99615450201,14.736,0.04,False
32610000012386,56169.11302668229,14.739,0.041,False
32610000012386,56498.21179619653,14.747,0.045,False
32610000012386,56195.0036582504,14.748,0.039,False
32610000012386,55844.03528274862,14.75,0.045,False
32610000012386,56182.99657566202,14.756,0.045,False
32610000012386,56375.36350345105,14.758,0.04,False
32610000012386,56085.2426145872,14.76,0.05,False
32610000012386,56195.00411943631,14.764,0.041,False
32610000012386,55791.06847011679,14.765,0.042,False
