bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd,tile
32610000001965,ECL-C,109,109,0.1051784931022569,-1.0,b261
32610000002120,ECL-NC,120,118,0.5045272230004895,-1.0,b261
32610000002122,ECL-ELL,121,121,0.1933570665814293,-1.0,b261
32610000003185,ECL-C,99,98,0.1399061181087666,-1.0,b261
32610000003368,ECL-NC,76,102,0.1091157703532786,56195.9915340032,b261
32610000004632,ECL-NC,66,65,0.2366579095979263,-1.0,b261
32610000004793,ECL-NC,68,65,0.1579761927241618,-1.0,b261
32610000004800,ECL-NC,61,61,0.6096140294688065,-1.0,b261
32610000004821,ECL-C,79,79,0.1100853608500463,-1.0,b261
32610000004983,ECL-NC,123,122,0.2931809442630445,-1.0,b261
32610000004025,ECL-NC,62,61,0.2044776427739895,-1.0,b261
32610000006533,LPV-OSARG,62,61,0.1264240936722417,56294.191198580775,b261
32610000006798,ECL-NC,100,100,0.2144501917061145,-1.0,b261
32610000002962,ECL-ELL,157,182,10.20738878771419,56213.018475490666,b261
32610000005463,ECL-NC,12,124,7.919135545437256,56197.06564944141,b261
32610000006045,ECL-NC,92,91,0.5274063051110501,-1.0,b261
32610000006239,RRLyr-RRab,90,118,0.4765416867547117,56195.99118241892,b261
32610000006954,ECL-ELL,124,124,2.100983910301345,-1.0,b261
32610000007352,ECL-NC,116,115,0.114826845629434,-1.0,b261
32610000007536,LPV-OSARG,123,121,0.1916168875059266,56213.01843229454,b261
32610000009735,LPV-OSARG,124,119,0.1071849815943026,56294.19079752109,b261
32610000008705,ECL-NC,102,100,0.1780359101128213,-1.0,b261
32610000008154,ECL-C,115,115,0.1884805458284008,-1.0,b261
32610000008221,LPV-OSARG,114,123,1.3869300192189051,56213.0184563593,b261
32610000010453,RRLyr-RRc,118,116,0.2221670447253901,-1.0,b261
32610000010908,RRLyr-RRc,60,59,0.7808510327457109,-1.0,b261
32610000010952,ECL-NC,69,68,0.5277055625279437,-1.0,b261
32610000010953,ECL-ELL,123,121,0.4884756361322304,-1.0,b261
32610000009799,ECL-NC,109,108,0.3912716245051514,-1.0,b261
32610000009885,ECL-NC,59,170,0.1204706172474547,56213.01825949475,b261
32610000011626,ECL-NC,62,61,88.1741673911808,56294.191198565226,b261
32610000011761,ECL-NC,99,99,0.2618369850473099,-1.0,b261
32610000011922,ECL-NC,57,62,0.3181861920203722,56294.19040025198,b261
32610000011927,ECL-NC,120,119,1.524406839706107,-1.0,b261
32610000012097,ECL-NC,29,123,0.1848152419172943,56375.3635494666,b261
32610000012102,LPV-OSARG,123,121,0.386509139482369,56213.01843475333,b261
32610000012386,RRLyr-RRc,68,122,0.3744237173583238,56285.67703250176,b261
32610000012690,ECL-C,89,88,0.2230618754241553,-1.0,b261
32610000012776,ECL-C,42,42,0.1111399725176221,-1.0,b261
32610000012834,ECL-NC,13,123,0.3567372233105163,56197.065806349616,b261
32610000013123,ECL-NC,143,140,0.6680959092333251,-1.0,b261
32610000013505,ECL-NC,168,168,0.1061783514460983,-1.0,b261
32610000014400,ECL-NC,62,61,0.3407834834123852,56285.67703258872,b261
32610000015297,LPV-OSARG,124,121,0.37232613416201,56294.19079745982,b261
32610000015553,ECL-NC,117,114,0.4959483485237731,56195.00455092619,b261
32610000014797,RRLyr-RRc,45,122,0.3615053583981534,56195.00452395875,b261
32610000014938,ECL-NC,116,114,0.7582605237838693,-1.0,b261
32610000015782,ECL-NC,51,50,0.1469528140333724,-1.0,b261
32610000015827,ECL-C,121,120,0.1167503873051986,-1.0,b261
32610000016542,ECL-NC,57,57,1.6636950912780395,-1.0,b261
32610000016576,ECL-NC,90,88,0.2342959892945278,-1.0,b261
32610000016713,ECL-NC,129,127,0.2059668854015462,-1.0,b261
32610000016714,ECL-NC,86,122,0.2915274169432542,56213.018433065,b261
32610000018314,ECL-C,124,124,0.1913686437482807,-1.0,b261
32610000018333,ECL-NC,104,103,0.4812247498878667,-1.0,b261
32610000018377,ECL-C,36,123,0.629281126494658,56182.99692642856,b261
32610000017571,ECL-C,79,78,0.1196326430293414,-1.0,b261
32610000017688,ECL-NC,119,118,0.4362147526350947,-1.0,b261
32610000016906,ECL-ELL,123,122,49.61704364482616,56213.01804335185,b261
32610000017223,ECL-NC,38,37,0.1423789204910357,-1.0,b261
32610000017334,ECL-NC,123,120,1.0455950891221066,56213.01808606819,b261
32610000018659,ECL-NC,100,100,0.1186213937616202,-1.0,b261
32610000018700,ECL-NC,113,113,0.2693330172577944,-1.0,b261
32610000019420,ECL-C,112,112,0.2186430447018195,-1.0,b261
32610000019469,ECL-NC,18,121,4.079878480893633,56213.01810205427,b261
32610000019671,ECL-NC,40,40,0.1315018619077247,-1.0,b261
32610000020145,ECL-NC,106,106,0.2153088101919297,-1.0,b261
32610000020147,ECL-C,122,120,0.2927474432438841,-1.0,b261
32610000020223,ECL-NC,114,114,0.254120652541987,-1.0,b261
32610000020385,ECL-C,54,54,0.1482901837462062,-1.0,b261
32610000020554,ECL-C,10,124,0.1645706468895393,56294.19079711648,b261
32610000020563,ECL-C,32,122,0.1683981122802858,56196.52880943169,b261
32610000020617,ECL-NC,95,124,0.318851461271717,56294.1907974262,b261
32610000021222,LPV-OSARG,111,123,0.1057018552497735,56213.01845636287,b261
32610000021454,ECL-NC,124,123,0.5584275110604364,-1.0,b261
32610000021467,ECL-NC,51,50,1.0745769182060636,-1.0,b261
32610000021494,ECL-NC,143,141,0.2523151284184333,-1.0,b261
32610000021610,T2Cep-pWVir,17,123,9.596746904815037,56213.01804166165,b261
32610000021693,ECL-NC,11,123,0.1754608108337276,56294.19079710526,b261
32610000021939,ECL-NC,81,80,0.420692374403099,-1.0,b261
32610000022979,ECL-NC,176,176,0.6415609860639014,-1.0,b261
32610000023092,ECL-NC,115,113,0.5013733759900277,-1.0,b261
32610000023177,ECL-NC,14,123,0.306297421080969,56213.01808662771,b261
32610000022236,ECL-C,49,49,0.4989000531430027,-1.0,b261
32610000022355,ECL-C,116,116,0.2880258786978565,-1.0,b261
32610000022367,RRLyr-RRc,21,120,0.3363972142946025,56213.01805577667,b261
