bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd
32640000002175,LPV-OSARG,122,140,0.1507576527808733,56477.0655130093
32640000002255,ECL-NC,162,162,0.4034096857675973,56195.0158317512
32640000002390,ECL-NC,84,82,6.696062723766221,-1.0
32640000002485,RRLyr-RRc,162,158,0.2842996264605233,56378.33228732562
32640000002646,ECL-C,138,138,0.2106826434624894,-1.0
32640000003020,ECL-NC,82,82,0.1113832117659318,-1.0
32640000003072,ECL-NC,93,93,0.1244514243843986,-1.0
32640000003653,ECL-NC,43,170,3.7162757187197513,56378.33140165894
32640000003868,RRLyr-RRab,86,86,0.4947961697373894,56204.0220674568
32640000003960,ECL-NC,158,170,0.1605492563641933,56472.68227905332
32640000004027,ECL-NC,144,143,0.2125180530174998,-1.0
32640000004032,ECL-NC,169,167,0.9989587695227296,56375.89255355568
32640000005300,ECL-NC,207,206,0.1709159497028706,-1.0
32640000005447,ECL-ELL,155,171,0.2051753033418066,56476.57861113427
32640000005561,ECL-NC,37,37,0.1528298855461179,-1.0
32640000005639,RRLyr-RRc,89,87,0.1008096556536443,56378.331071274566
32640000005937,ECL-C,87,87,0.2394750551215193,-1.0
32640000006107,ECL-NC,89,89,0.2205841496637964,-1.0
32640000006377,RRLyr-RRab,172,171,0.4352712570797783,56377.36334676907
32640000006395,ECL-NC,166,164,0.5170695525977353,-1.0
32640000004099,ECL-C,167,164,0.1572030255968038,56197.07389119175
32640000004125,ECL-NC,63,63,0.1412731249728319,-1.0
32640000004515,ECL-NC,139,138,0.8012973143810509,-1.0
32640000004704,RRLyr-RRc,172,171,1.00057614430463,56336.60450212499
32640000004923,ECL-NC,148,147,0.994351006654138,-1.0
32640000004933,ECL-C,161,160,0.1633271336392955,-1.0
32640000005132,ECL-C,162,160,0.2563423265280573,-1.0
32640000005176,ECL-C,172,171,0.1865602972013084,-1.0
32640000005233,ECL-NC,71,70,1.102438209752362,-1.0
32640000006507,LPV-OSARG,172,169,1.3162780004338204,56476.57881833777
32640000006891,ECL-NC,99,98,0.2348816489710329,-1.0
32640000006912,ECL-ELL,172,171,0.3248492474214089,-1.0
32640000006979,ECL-C,74,74,0.1076564047152448,-1.0
32640000007057,ECL-NC,165,165,0.2238928146399644,-1.0
32640000007414,LPV-OSARG,165,171,11.65487708075254,56476.57881822607
32640000007479,ECL-NC,155,171,0.2038891215496044,56469.273017425054
32640000007704,RRLyr-RRab,29,86,0.4691765133873465,56469.27323175076
32640000007912,LPV-OSARG,146,170,0.289231725514844,56476.57882044098
32640000007941,ECL-NC,172,169,1.053930506845463,56375.374719746505
32640000007979,ECL-C,199,198,0.1931895507610772,-1.0
32640000008005,ECL-NC,101,100,0.2024596702014295,-1.0
32640000008495,ECL-NC,171,170,0.2091850119477743,-1.0
32640000008819,LPV-OSARG,85,86,0.4074523901120189,56476.57919212521
32640000008938,RRLyr-RRc,83,83,0.265186423772511,-1.0
32640000009002,ECL-NC,163,160,0.4789954315277285,-1.0
32640000009082,ECL-NC,172,169,0.1055348011316415,56476.57900473201
32640000009270,ECL-ELL,166,168,0.2515904461257465,56476.57900718842
32640000009336,ECL-C,241,237,0.2468536738345199,-1.0
32640000009762,ECL-C,172,171,0.150630227168757,-1.0
32640000009773,ECL-NC,113,170,1.0042618234290273,56476.57861327207
32640000011117,ECL-NC,172,168,0.1225916274513816,56476.57900511967
32640000011374,RRLyr-RRab,161,160,0.6402889365181318,-1.0
32640000012203,ECL-C,120,120,0.3223862387609264,-1.0
32640000010533,ECL-NC,246,236,0.3238619063165256,56477.16146388084
32640000012657,ECL-NC,49,48,4.2765927476631935,-1.0
32640000012692,ECL-NC,141,140,0.9892573992334092,-1.0
32640000013063,ECL-NC,62,61,0.100129127787359,-1.0
32640000013202,ECL-C,79,79,0.1077114454605089,-1.0
32640000013399,LPV-OSARG,172,168,2.8510283281370707,56476.57860887281
32640000013435,ECL-C,108,108,0.2340041151387109,-1.0
32640000014014,ECL-NC,172,169,0.1005581464060536,56196.53804614882
32640000014446,ECL-NC,172,170,1.917463839382634,56375.37430625996
32640000014643,LPV-OSARG,169,172,0.1425089380125111,56476.5790055422
32640000014817,ECL-NC,45,257,0.4381102047756906,56476.57882198102
32640000015033,LPV-OSARG,166,169,0.1511139811872525,56476.57860897969
32640000015098,ECL-NC,160,160,0.1303014194398863,-1.0
32640000015672,ECL-NC,41,41,0.1427078418529319,-1.0
32640000015677,ECL-NC,86,84,0.1204256227617837,-1.0
32640000018110,ECL-NC,122,120,0.1057491041057628,-1.0
32640000018145,ECL-NC,100,100,0.1956011954218023,-1.0
32640000018657,ECL-NC,167,166,0.3712872208134,-1.0
32640000018797,ECL-NC,168,165,0.3549516516749862,56197.07461097671
32640000018808,ECL-NC,39,86,1.90407157556998,56423.802794824594
32640000018821,ECL-NC,161,161,0.1020673047978275,-1.0
32640000018965,ECL-NC,101,101,0.2401886960390211,-1.0
32640000018983,ECL-NC,86,85,0.6509907312755775,56476.579192536
32640000016919,ECL-NC,73,72,1.913900007618469,-1.0
32640000017076,RRLyr-RRab,84,86,0.1041814370483453,56476.579192610676
32640000017079,LPV-OSARG,172,169,12.42005162659572,56476.579005434454
32640000017145,ECL-NC,57,85,0.5502815144274331,56476.57919241204
32640000017336,RRLyr-RRab,21,172,0.5960696033976335,56377.364251652776
32640000017610,ECL-ELL,16,85,4.341063856117592,56476.57919275256
32640000015732,RRLyr-RRc,61,171,0.3005798442689636,56375.37463247044
32640000015884,LPV-OSARG,84,83,0.1206968988890348,56476.57842601561
32640000016037,ECL-NC,167,166,0.1672734991968116,-1.0
32640000016291,LPV-OSARG,172,171,0.1657095816921517,56476.579004876345
32640000016443,ECL-ELL,172,169,66.0476665811021,56476.57860710696
32640000016782,ECL-NC,81,84,0.2255927473178307,56476.57842630905
32640000019134,ECL-NC,23,171,4.574576576005407,56476.57900796006
32640000019266,ECL-C,20,171,0.1321723082095154,56476.0915191909
32640000020469,ECL-NC,86,86,0.1321383558997542,56376.88796053873
32640000020726,ECL-C,258,255,0.267505342027682,55820.1156340138
32640000020741,LPV-OSARG,172,166,0.5594816001066852,56476.579010057845
32640000020809,ECL-C,82,80,0.1159737514794135,-1.0
32640000021326,ECL-C,82,82,11.743463746353203,-1.0
32640000021404,LPV-OSARG,258,254,11.53881415122414,56476.57882223409
32640000024026,ECL-NC,48,48,0.2817845836625379,-1.0
32640000024216,ECL-NC,171,171,0.1963818835702641,-1.0
32640000024452,ECL-ELL,172,172,0.5284477456593278,56375.89279919761
32640000024532,ECL-NC,86,83,0.1714691842584316,56476.57919308494
32640000024648,ECL-NC,167,166,0.1041802956272583,-1.0
32640000024780,ECL-NC,91,90,0.1411247093698127,-1.0
32640000021681,ECL-NC,13,169,0.5897741948850923,56376.41082747556
32640000021772,ECL-ELL,86,84,0.1383713689191867,56476.57842633074
32640000021819,ECL-NC,171,168,0.1166022755084383,56141.13191913818
32640000022020,RRLyr-RRab,14,172,0.5540641384441384,56476.579009975874
32640000022106,RRLyr-RRab,86,86,0.4404414322203207,56140.58717245562
32640000022291,ECL-NC,67,67,0.1654788044439983,-1.0
32640000022707,RRLyr-RRab,20,183,0.5237599498465114,56377.848136138695
32640000022920,ECL-NC,149,149,0.2672970735412589,-1.0
32640000022941,ECL-NC,149,147,0.112774941440524,-1.0
32640000023136,ECL-NC,167,160,0.6177999735763793,-1.0
32640000023288,ECL-NC,79,166,0.1933466653700905,56375.892507214725
32640000023558,ECL-NC,73,72,0.1312326764342376,-1.0
32640000023584,ECL-ELL,161,161,0.6881039684378738,-1.0
32640000023609,ECL-NC,172,171,0.6045441499995476,-1.0
32640000023629,ECL-NC,86,86,0.4550800373697489,-1.0
32640000023794,ECL-NC,137,137,0.2382563496900947,-1.0
32640000026316,ECL-C,135,135,0.1093918717587599,-1.0
32640000027189,ECL-NC,70,70,0.4491999309398075,-1.0
32640000027433,ECL-NC,76,256,0.2072626815553446,56197.0746584691
32640000028392,ECL-NC,46,46,0.261516319797703,-1.0
32640000028410,ECL-NC,120,120,0.5252736156263935,-1.0
32640000028818,ECL-C,130,130,0.157829318333078,-1.0
32640000028911,ECL-NC,83,82,1.6153802936998778,-1.0
32640000028967,ECL-NC,55,171,0.1815295537274706,56377.36393332352
32640000029143,ECL-NC,226,224,0.3216256906660234,56376.41103772516
32640000029163,ECL-NC,124,123,0.4086379675346449,-1.0
32640000029194,ECL-NC,95,95,1.1063861148596577,-1.0
32640000029409,RRLyr-RRc,258,255,0.2805311443186455,56485.07502726044
32640000025074,ECL-NC,86,85,0.9100104824423776,56476.57919266957
32640000025355,LPV-SRV,84,84,1.439537663890132,56476.57842636639
32640000025472,ECL-NC,42,172,0.5052054737492432,56377.364276683395
32640000025489,LPV-OSARG,86,84,0.1871742717069573,56476.57919335994
32640000025666,ECL-NC,53,53,0.2308828712459325,-1.0
32640000025785,ECL-NC,147,145,0.3441585590789167,-1.0
32640000025798,ECL-NC,121,171,11.217648782824394,56476.5786094161
32640000029565,ECL-C,83,83,0.7808452570384358,-1.0
32640000029615,ECL-NC,115,115,0.221792813338591,-1.0
32640000029645,RRLyr-RRc,52,171,0.3666465749746294,56377.363682508774
32640000029699,ECL-NC,112,171,0.4375105444243414,56476.57882120252
32640000029776,ECL-NC,14,85,6.125281159452988,56476.09133205126
32640000029936,ECL-C,161,160,0.2244131079299302,56140.04119836236
32640000030079,ECL-NC,110,108,0.2369348952351541,-1.0
32640000030125,ECL-NC,172,168,0.147817492961747,-1.0
32640000030256,ECL-C,63,62,0.3849168070809106,-1.0
32640000030549,ECL-C,185,185,0.1812278502242532,-1.0
32640000030812,ECL-NC,161,160,0.3627866609572334,-1.0
32640000031531,ECL-C,83,82,0.1285183257449912,-1.0
32640000031547,ECL-NC,52,52,0.2361862638931156,-1.0
32640000031568,ECL-NC,170,167,0.9690900416794233,-1.0
32640000031777,ECL-NC,156,155,0.1037244917347205,-1.0
32640000034191,ECL-C,256,253,0.2484015812058147,-1.0
32640000034505,ECL-NC,166,165,0.14564364988746,-1.0
32640000034579,ECL-NC,20,171,0.1927997432824205,56375.37471359883
32640000034741,ECL-NC,31,31,0.7251911490479371,-1.0
32640000034782,ECL-NC,81,80,0.5401489646530683,-1.0
32640000034963,ECL-NC,61,61,0.3911397814850994,-1.0
32640000035016,ECL-NC,162,160,0.6190376919459684,-1.0
32640000035124,ECL-NC,95,94,1.376069591334999,-1.0
32640000033036,ECL-NC,67,66,0.135641969946043,-1.0
32640000033175,ECL-NC,15,172,0.1272830433948714,56476.09152000604
32640000033471,ECL-ELL,86,86,1.3976472975384957,56189.01200753653
32640000033529,ECL-NC,86,85,0.1549405762505027,-1.0
32640000033623,ECL-C,169,168,0.196373562402088,-1.0
32640000033747,LPV-OSARG,171,167,0.128855981769905,56476.09170563236
32640000033820,RRLyr-RRc,82,169,0.3258885145713479,56469.272805182205
32640000032263,ECL-NC,156,156,0.1469784536080765,-1.0
32640000032406,ECL-C,161,161,0.2926189807317831,-1.0
32640000035662,ECL-C,172,170,0.4219948776175378,-1.0
32640000036040,ECL-NC,172,170,0.2273578604996972,-1.0
32640000036240,LPV-OSARG,145,166,0.1144556249326805,56476.5786097775
32640000039642,ECL-NC,171,170,5.606614046758296,-1.0
32640000039652,RRLyr-RRab,58,172,0.5455212142396273,56469.27280267344
32640000039828,ECL-NC,170,167,0.1384313231210906,-1.0
32640000039972,ECL-NC,22,169,0.9318751174220716,56472.68206641883
32640000037967,ECL-NC,12,172,0.354097522406513,56476.091326599046
32640000038031,ECL-NC,85,84,0.2641361607574407,-1.0
32640000038075,ECL-NC,171,169,0.1238859633545838,-1.0
32640000038477,LPV-OSARG,172,169,0.1121242641395521,56476.57882194922
32640000038630,ECL-NC,159,156,0.1061499384860242,-1.0
32640000036664,ECL-ELL,21,83,0.2289978705632356,56423.80171757772
32640000036679,ECL-C,170,170,0.4401696720375397,-1.0
32640000036715,ECL-NC,170,169,0.1202039088585063,-1.0
32640000036736,ECL-C,115,114,0.3008432934268898,-1.0
32640000036794,ECL-NC,131,130,0.1526493760665941,-1.0
32640000037206,LPV-OSARG,164,160,0.3471877427263629,56476.57861176614
32640000037241,ECL-NC,171,170,0.3389487430317871,-1.0
32640000037331,ECL-NC,172,172,1.9028994110102908,56096.157662996426
32640000037424,ECL-C,36,36,0.999281631470901,-1.0
32640000037448,ECL-ELL,170,168,0.1994538746762808,-1.0
32640000037459,ECL-NC,204,203,0.2875896039298729,-1.0
32640000037651,ECL-NC,155,154,0.2113743887902504,-1.0
32640000040348,ECL-ELL,159,170,0.1013154091452276,56476.579005851934
32640000041635,ECL-NC,93,93,0.2493228164414025,-1.0
32640000041671,ECL-C,107,106,0.2165999838340456,-1.0
32640000041708,ECL-NC,45,45,0.645329143681564,-1.0
32640000041859,ECL-C,26,167,0.2290828055805523,56196.04503832078
32640000042351,ECL-NC,145,144,15.44051020117754,-1.0
32640000042760,RRLyr-RRc,26,171,0.3352224620184849,56377.36459248849
32640000043106,ECL-NC,42,171,0.7729022938679762,56472.68206702257
32640000043176,ECL-NC,171,169,0.8596296892627489,-1.0
32640000044677,ECL-ELL,13,172,10.888240000355184,56476.57900608996
32640000044689,ECL-NC,172,171,0.1403958747746356,56375.37423478499
32640000044754,ECL-NC,180,179,0.1899590132485794,-1.0
32640000044786,RRLyr-RRab,26,85,0.5794513152040859,56476.09133258496
32640000044889,LPV-OSARG,172,166,0.1195019250035657,56476.578607713964
32640000044920,ECL-C,254,254,0.1706234156851141,-1.0
32640000044987,ECL-NC,170,170,0.4158424245629361,56086.16192541296
32640000045604,LPV-OSARG,168,169,1.01637411826493,56476.57901111024
32640000045712,ECL-NC,164,163,0.1108094023941589,-1.0
32640000043508,RRLyr-RRab,156,156,0.6168544041103733,56427.69929668584
32640000044176,ECL-C,254,252,0.3336899135220705,-1.0
32640000044490,ECL-NC,112,111,0.4393077450394939,-1.0
32640000044554,LPV-OSARG,84,83,0.1153141550153124,56476.5791935693
32640000045953,ECL-NC,122,120,0.814248277051647,-1.0
32640000045970,RRLyr-RRab,24,246,0.8469840301224311,56476.09170465603
32640000045993,ECL-NC,54,54,0.1137602990860362,-1.0
32640000046126,ECL-NC,138,137,0.8941231800025917,-1.0
32640000046518,ECL-C,39,38,0.1964817527590687,-1.0
32640000046534,RRLyr-RRc,39,171,0.3768419007427605,56472.6822807512
32640000047070,ECL-NC,83,82,0.1134331598884832,-1.0
32640000047097,ECL-NC,170,168,0.2892136054123299,-1.0
32640000047261,ECL-ELL,171,169,0.2723147316852323,-1.0
32640000047356,ECL-C,164,164,0.2504417172747438,-1.0
32640000047431,ECL-C,150,148,1.249898996182003,-1.0
32640000047927,LPV-OSARG,86,85,2.377848987370773,56476.57919347272
32640000048202,ECL-C,222,222,0.2175863239574875,-1.0
32640000048514,LPV-OSARG,147,165,0.1038337061265009,56476.5786078785
32640000048673,RRLyr-RRab,172,171,0.6464059142544487,-1.0
32640000048808,ECL-NC,44,44,0.3563286893640945,-1.0
32640000049122,ECL-NC,237,234,0.2798958524706929,-1.0
32640000049137,ECL-NC,124,123,0.3142230115020744,-1.0
32640000049139,LPV-OSARG,40,86,1.0006839243480972,56476.579194248305
32640000049142,LPV-OSARG,86,84,0.9886240814189724,56476.579193740385
32640000049179,ECL-C,168,168,0.3157858019419409,-1.0
32640000049786,ECL-C,163,162,0.3628007692447885,-1.0
32640000050032,ECL-NC,157,154,1.373012599864175,56145.586289767
32640000052877,ECL-NC,47,85,7.947611274025083,56476.57919413187
32640000053112,ECL-C,56,55,0.1305329408510125,-1.0
32640000053811,ECL-NC,172,167,0.117490464184177,-1.0
32640000050387,ECL-C,143,143,0.4470476275774851,-1.0
32640000050458,ECL-NC,171,169,0.2892588010749238,-1.0
32640000050537,ECL-NC,127,127,0.1166741662424104,-1.0
32640000050720,ECL-NC,172,170,0.4825613105011897,-1.0
32640000051120,ECL-NC,172,171,0.1587673335838119,-1.0
