bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd,tile
32340000003977,ECL-NC,69,69,1.0608544798772137,-1.0,b234
32340000004025,RRLyr-RRc,67,65,0.1057528723983031,56379.424548338,b234
32340000005653,ECL-NC,35,35,0.1385130554040139,-1.0,b234
32340000011003,ECL-NC,67,66,1.5503064470072103,-1.0,b234
32340000014452,ECL-C,84,83,0.3112670448822863,-1.0,b234
32340000014689,ECL-C,55,55,0.1902005075475828,-1.0,b234
32340000014980,ECL-ELL,29,67,4.553821765042961,56461.14142839929,b234
32340000015805,ECL-ELL,25,65,0.4134556003736895,56368.83843119464,b234
32340000015991,ECL-NC,66,65,0.1080005196626765,-1.0,b234
32340000017286,RRLyr-RRab,65,67,0.1727092662619864,56461.14142806728,b234
32340000017608,ECL-C,39,39,0.1346879530507743,-1.0,b234
32340000018265,ECL-C,44,44,1.3989411628788997,-1.0,b234
32340000020938,ECL-NC,118,117,0.1957712567306697,-1.0,b234
32340000021389,ECL-NC,132,130,0.4487982125054884,-1.0,b234
32340000022608,ECL-NC,53,131,0.3867707933165754,56276.20179186616,b234
32340000024063,ECL-NC,113,111,1.329485306131274,-1.0,b234
32340000026074,ECL-NC,41,41,0.1146860756217163,-1.0,b234
32340000024991,ECL-C,128,128,0.4077782388226452,-1.0,b234
32340000026792,ECL-NC,61,60,0.1018719851392193,-1.0,b234
32340000028487,ECL-NC,66,64,0.4735532599605961,-1.0,b234
32340000028863,ECL-NC,24,131,0.155145746112698,56368.83781120321,b234
32340000031700,ECL-C,92,91,0.111579085311234,-1.0,b234
32340000033394,ECL-NC,54,54,0.7225711613287689,-1.0,b234
32340000040441,ECL-C,110,108,1.573591700453232,-1.0,b234
32340000042102,RRLyr-RRab,30,66,0.4775524822419762,56421.76831529426,b234
32340000042171,ECL-NC,128,127,0.1594271101504028,-1.0,b234
32340000040972,RRLyr-RRab,22,66,0.5040649956595519,56282.68532291462,b234
32340000041335,ECL-NC,55,131,1.3920041600716917,56421.769241824746,b234
32340000041383,ECL-NC,35,34,0.1089189254527964,-1.0,b234
32340000041386,ECL-C,19,66,0.1692945041400862,56380.911004966765,b234
32340000042889,ECL-NC,16,132,0.4592761867257532,56461.14062203455,b234
32340000043820,ECL-C,103,103,0.3324173154709502,-1.0,b234
32340000045700,ECL-C,115,114,0.1876286553548561,-1.0,b234
32340000046453,ECL-C,66,66,0.2132992179895068,-1.0,b234
32340000046503,ECL-NC,15,66,1.688726100292399,56421.769441068776,b234
32340000046720,ECL-C,33,33,0.1629086494144982,-1.0,b234
32340000046751,ECL-NC,99,99,0.476211164651482,-1.0,b234
32340000048459,ECL-NC,131,131,0.2600064353720827,-1.0,b234
32340000048821,ECL-NC,97,96,0.578313751357781,-1.0,b234
32340000049518,ECL-NC,50,131,0.3208089024324995,56368.31569186053,b234
32340000049754,ECL-NC,124,121,8.335709426392565,-1.0,b234
32340000049765,ECL-C,34,34,0.794687159620716,-1.0,b234
32340000050800,ECL-NC,67,64,0.1173312914144024,56146.11859516951,b234
32340000054961,ECL-C,113,113,0.2110352092466624,-1.0,b234
32340000055091,ECL-NC,72,72,0.2335821310233235,-1.0,b234
32340000055423,ECL-NC,88,87,0.8661375991083385,-1.0,b234
32340000056582,ECL-NC,57,57,0.1085271691786139,56356.07553267546,b234
32340000056657,ECL-C,32,32,0.4532551229160562,-1.0,b234
32340000057292,ECL-NC,124,124,0.9932771602022312,-1.0,b234
32340000057682,ECL-NC,30,30,0.1165416061010657,-1.0,b234
32340000057716,RRLyr-RRc,60,197,0.3066706703672615,56376.37153214161,b234
32340000057887,RRLyr-RRab,65,102,0.4616866232006638,56461.14142722782,b234
32340000059047,ECL-NC,105,131,0.2749893792118483,56379.30765601266,b234
32340000059371,ECL-NC,121,120,0.1329610816118634,-1.0,b234
32340000058691,RRLyr-RRab,86,199,0.5380367963004059,56379.42452524131,b234
32340000059722,ECL-NC,91,90,0.4271885536876928,-1.0,b234
32340000060754,ECL-C,12,132,0.2236650258038694,56421.76922620137,b234
32340000061549,RRLyr-RRab,27,66,0.4308002177070829,56421.76943992308,b234
32340000063678,ECL-NC,48,48,0.1289917660056606,-1.0,b234
32340000065346,ECL-NC,57,57,0.2381154052941881,-1.0,b234
32340000067342,ECL-NC,65,64,0.1300660018565124,-1.0,b234
32340000069677,ECL-NC,128,127,0.1291884145710611,-1.0,b234
32340000069692,RRLyr-RRab,31,67,0.522949184370263,56421.768313736,b234
32340000070727,ECL-NC,129,133,1.3810770669558678,56461.14082607056,b234
32340000071442,ECL-NC,137,137,1.2082105050503031,-1.0,b234
32340000073060,ECL-NC,114,113,0.1638390580183228,-1.0,b234
32340000073533,ECL-NC,96,96,0.5120931270967587,-1.0,b234
32340000074889,ECL-NC,58,58,0.1811120788071337,-1.0,b234
32340000076880,ECL-NC,81,81,0.2659311786188651,-1.0,b234
32340000080567,ECL-NC,92,92,0.1541047246516152,-1.0,b234
32340000081081,ECL-NC,175,174,0.3768907854791782,-1.0,b234
32340000081583,ECL-NC,36,131,0.8249865038861647,56372.3546564633,b234
32340000085629,ECL-C,55,55,0.3786660314712639,-1.0,b234
32340000086733,ECL-NC,82,81,0.2871148245317969,-1.0,b234
32340000088809,ECL-NC,31,64,0.3637750325153009,56421.76944103964,b234
32340000087460,ECL-NC,70,70,0.3498928595513066,-1.0,b234
32340000089433,ECL-ELL,123,122,0.105044049145043,-1.0,b234
32340000091115,ECL-NC,132,130,0.3472476870652075,-1.0,b234
32340000094722,ECL-ELL,134,128,0.5299636572205214,56461.14122493451,b234
32340000095783,ECL-NC,87,87,0.367639368454371,-1.0,b234
32340000097854,ECL-NC,41,41,0.6477321892560354,-1.0,b234
32340000096563,ECL-NC,54,54,0.1403181354922014,-1.0,b234
32340000096875,ECL-NC,89,88,0.1443341735426248,-1.0,b234
32340000097009,ECL-NC,137,135,0.5749262995582461,-1.0,b234
32340000098240,ECL-C,141,140,0.2501168123037719,-1.0,b234
32340000098768,ECL-C,62,61,0.12086580351189,-1.0,b234
32340000098773,RRLyr-RRab,66,210,0.57326490158548,56538.02234691694,b234
32340000102389,ECL-NC,263,260,0.4965758404809874,-1.0,b234
32340000102629,ECL-NC,205,202,0.2621262376989183,-1.0,b234
32340000103427,ECL-C,226,225,0.1796021709602146,-1.0,b234
32340000103909,ECL-NC,67,66,0.1075036768366204,-1.0,b234
32340000106836,RRLyr-RRab,14,133,0.5347351186506641,56421.77029413734,b234
32340000107227,ECL-NC,52,52,0.1193741361423077,-1.0,b234
32340000108684,ECL-NC,134,133,0.3765709916426864,-1.0,b234
32340000107988,RRLyr-RRc,32,131,0.3174017605645487,56375.350374444046,b234
32340000112648,ECL-NC,132,128,0.8487149590473512,-1.0,b234
32340000110633,ECL-NC,200,197,0.2492010521469978,56197.055566701725,b234
32340000113715,ECL-C,134,132,0.3546300531882487,56127.61762314456,b234
32340000113774,ECL-NC,54,53,2.273547399660215,-1.0,b234
32340000114950,ECL-NC,54,195,0.8494881651420709,56375.35015219739,b234
32340000116008,ECL-NC,128,127,0.9368898398566526,-1.0,b234
32340000116678,RRLyr-RRab,21,126,0.4685300956718142,56379.425726262896,b234
32340000117966,RRLyr-RRab,19,133,0.4555292061283102,56382.39949028945,b234
32340000120039,ECL-C,62,62,0.1069491914473579,-1.0,b234
32340000119313,ECL-NC,124,124,0.2067535943765685,-1.0,b234
32340000122943,ECL-NC,46,46,0.1078369069325959,-1.0,b234
32340000123185,RRLyr-RRab,17,133,0.6659591803170699,56421.77032391203,b234
32340000123539,ECL-ELL,133,132,0.1011054266577408,-1.0,b234
32340000123701,ECL-NC,128,127,0.3652141202748606,-1.0,b234
32340000123830,ECL-ELL,11,133,0.2256732723662585,56382.39915685619,b234
32340000125362,ECL-C,109,108,0.1343032159721797,-1.0,b234
32340000127397,ECL-NC,135,130,2.6180508018919304,56379.31115842676,b234
32340000127659,ECL-NC,64,64,0.1270895016032031,-1.0,b234
32340000128436,ECL-NC,120,120,0.113597679766686,-1.0,b234
32340000130196,ECL-NC,67,65,12.275185380775929,56379.42536749123,b234
32340000132907,RRLyr-RRab,63,134,0.494731300036421,56382.39947046925,b234
32340000132956,ECL-NC,98,98,0.1143261107045771,-1.0,b234
32340000133279,ECL-NC,12,134,0.4176408136076145,56421.770845159015,b234
32340000133913,ECL-C,132,131,0.6199139007875597,-1.0,b234
32340000138599,ECL-NC,134,131,1.2438282560280918,56115.145225295,b234
32340000136828,RRLyr-RRab,22,132,0.4777237317534106,56382.3984081751,b234
32340000139394,ECL-NC,4,66,0.1262019204657051,56127.61703853615,b234
32340000142340,RRLyr-RRab,33,198,0.6562110240525819,56382.399456908905,b234
32340000145356,ECL-NC,130,127,1.2890511075986826,56249.714992080975,b234
32340000145446,ECL-NC,101,100,0.1215115950703575,-1.0,b234
32340000145848,ECL-NC,125,123,0.2291731127967215,-1.0,b234
32340000147564,ECL-NC,197,194,0.3184315522258761,-1.0,b234
32340000147581,RRLyr-RRab,10,133,0.6084261203365646,56382.39882563275,b234
32340000146349,ECL-NC,122,121,0.3329037745819533,-1.0,b234
32340000146423,RRLyr-RRab,18,133,0.5570656114349644,56382.39943411335,b234
32340000146550,ECL-C,128,197,0.1410568661561243,56375.34997208173,b234
32340000148845,ECL-NC,106,104,0.2260124118842099,-1.0,b234
32340000149132,ECL-C,106,106,0.2216605125440516,-1.0,b234
32340000147999,RRLyr-RRab,26,133,0.5622382500659858,56421.770294385584,b234
32340000150381,ECL-NC,23,133,0.4009399513780667,56421.77030994416,b234
32340000149293,ECL-NC,45,45,0.5016244173293007,-1.0,b234
32340000151843,ECL-NC,141,139,0.7125223411784058,-1.0,b234
32340000152334,ECL-NC,34,34,1.2002818498556358,-1.0,b234
32340000152568,RRLyr-RRc,34,133,0.3987795163992833,56382.399486728034,b234
32340000152833,ECL-NC,57,57,0.1674400808168893,-1.0,b234
32340000153606,ECL-NC,42,42,0.1552053710648152,-1.0,b234
32340000154358,ECL-NC,19,132,6.405857709375852,56421.77063723066,b234
32340000155449,ECL-NC,133,129,1.156797594200618,-1.0,b234
32340000155504,ECL-NC,100,100,0.2495544750732056,-1.0,b234
32340000155651,ECL-NC,132,131,0.3549000182208995,-1.0,b234
32340000158114,ECL-NC,24,194,0.4003547321221603,56382.39912435097,b234
32340000158120,ECL-NC,69,68,0.1008172927804839,-1.0,b234
32340000158142,ECL-C,192,190,0.3097471397281992,-1.0,b234
32340000158175,RRLyr-RRab,9,134,0.6006270833496242,56382.399494607664,b234
32340000159327,ECL-C,125,124,0.1922514892106405,-1.0,b234
32340000160405,ECL-NC,74,74,0.1165816832649544,-1.0,b234
32340000159461,ECL-NC,121,119,0.381485609693168,-1.0,b234
32340000162699,ECL-NC,133,133,0.2071394414842958,-1.0,b234
32340000161539,ECL-NC,39,39,0.3485683679827629,-1.0,b234
32340000161615,ECL-NC,120,119,0.6648670283254133,-1.0,b234
32340000161618,ECL-C,96,96,0.2546871228593661,-1.0,b234
32340000161651,ECL-NC,102,101,0.4260369010672876,-1.0,b234
32340000164225,ECL-NC,65,64,0.1466195388167546,56114.114649473086,b234
32340000164314,ECL-NC,133,132,0.3237606792855672,-1.0,b234
32340000165754,ECL-NC,16,134,0.1405232661689564,56382.39946569513,b234
32340000166065,ECL-ELL,129,133,0.4224086251938831,56461.141816684176,b234
32340000166507,ECL-C,133,131,0.196108841314973,-1.0,b234
32340000166804,ECL-NC,198,195,0.2598687088988422,-1.0,b234
32340000167245,ECL-NC,129,128,0.1763779934740534,-1.0,b234
32340000167358,RRLyr-RRab,20,132,0.5664737729267973,56379.31111884305,b234
32340000168147,ECL-ELL,22,132,0.1610405503151328,56421.77029378247,b234
32340000168235,ECL-ELL,196,195,2.2656380242502028,-1.0,b234
32340000168470,ECL-NC,131,131,1.066435452825479,-1.0,b234
32340000169334,ECL-NC,72,71,0.1106010213020347,-1.0,b234
32340000169451,ECL-NC,102,102,0.1406271115185293,-1.0,b234
32340000170064,ECL-NC,129,127,0.9292336334572228,-1.0,b234
32340000170570,ECL-NC,161,160,0.196406291656892,-1.0,b234
32340000171647,ECL-ELL,130,129,0.4707061375625712,-1.0,b234
32340000173998,ECL-NC,133,133,0.8642110386966178,-1.0,b234
32340000175868,ECL-C,21,117,0.1332289538201343,56379.309524372125,b234
32340000176496,ECL-C,47,47,0.1051171959692017,-1.0,b234
32340000175406,ECL-NC,47,47,0.1593588581656596,-1.0,b234
32340000177735,ECL-C,34,34,0.1020280328194309,-1.0,b234
32340000178294,ECL-NC,62,61,0.4229450157257003,-1.0,b234
32340000178456,ECL-NC,190,189,0.6437968730888524,-1.0,b234
32340000179676,ECL-NC,185,183,0.1878176287999722,-1.0,b234
32340000180814,ECL-NC,22,129,1.22374944391444,56368.83932344396,b234
32340000183752,RRLyr-RRab,29,195,0.5504231590634604,56369.36167222155,b234
32340000183969,ECL-C,131,131,0.1699424670451914,-1.0,b234
32340000184434,ECL-ELL,67,65,0.13921617239383,56375.86096719962,b234
32340000185570,ECL-C,125,123,0.1541199843597483,-1.0,b234
32340000185687,ECL-C,123,122,0.1656435309312452,-1.0,b234
32340000186136,ECL-NC,61,61,0.2945701676598486,-1.0,b234
32340000188667,ECL-C,16,66,0.209668486628574,56421.76998642958,b234
32340000188750,ECL-C,133,133,0.2485434052967563,56115.144790995255,b234
32340000189737,ECL-NC,55,132,0.9557107291398924,56382.39944325483,b234
32340000190926,ECL-C,52,52,0.1815744829529073,-1.0,b234
32340000191299,ECL-NC,83,83,0.3741533721418059,-1.0,b234
32340000191338,ECL-C,66,66,0.4456662851969084,-1.0,b234
32340000191503,ECL-ELL,26,134,0.2606604754895874,56369.3620945093,b234
32340000192870,ECL-NC,78,78,0.1060668531356262,-1.0,b234
32340000192896,ECL-NC,64,62,0.6341208314794523,-1.0,b234
32340000194691,ECL-NC,60,59,0.1062266054600956,-1.0,b234
32340000196241,ECL-C,55,54,0.1115377216791157,-1.0,b234
32340000197158,ECL-C,295,293,0.1216258007961803,-1.0,b234
32340000198684,ECL-C,24,265,0.1684231856822083,56382.39949120819,b234
